Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,24,CS,78.77,78.24,63.69,91.15,61.06,96.5,62.42,70.988,C,7.6,Yes,No,Master's,1,1,8.8
Male,19,CS,69.71,62.04,42.35,51.36,66.64,80.0,79.91,62.2345,D,5.8,Yes,No,,1,3,7.0
Female,22,CS,65.33,91.65,94.52,86.67,79.37,95.4,80.71,87.298,B,16.7,Yes,No,High School,1,4,6.2
Male,20,Engineering,70.35,78.03,83.84,89.19,62.34,20.5,90.46,80.44,B,8.0,No,Yes,Master's,2,9,5.7
Female,18,CS,78.7,52.92,56.3,85.02,92.37,75.1,61.5,66.208,D,20.8,No,No,,2,1,5.0
Female,20,Mathematics,71.41,60.17,69.81,85.68,68.33,32.2,73.17,69.72399999999999,D,24.9,Yes,No,Bachelor's,1,8,7.6
Male,20,Mathematics,63.18,90.85,41.67,52.07,79.08,72.5,98.09,72.8155,C,5.8,Yes,No,Bachelor's,2,3,7.2
Female,18,CS,88.05,63.19,60.36,72.1,61.31,37.400000000000006,86.36,69.29249999999999,D,20.3,No,No,Bachelor's,2,8,8.5
Male,23,CS,76.57,72.15,71.35,90.91,52.07,28.9,98.77,78.5795,C,25.4,Yes,Yes,,2,2,7.0
Female,19,Engineering,53.38,78.94,71.03,96.7,58.69,95.9,96.37,83.6785,B,16.0,Yes,Yes,,2,6,4.8
Male,19,Engineering,68.42,60.87,52.49,61.47,52.31,21.0,80.54,61.9165,D,29.0,No,Yes,,2,2,7.4
Female,23,CS,94.25,57.64,86.6,78.96,73.43,75.9,63.2,72.238,C,7.8,Yes,Yes,PhD,3,7,8.4
Female,18,Engineering,87.76,68.52,57.93,90.22,79.33,67.5,87.85,75.9565,C,13.1,No,No,Master's,2,6,9.0
Male,21,Business,66.16,52.89,74.82,87.62,52.23,30.3,84.91,71.99249999999999,C,10.8,Yes,Yes,PhD,1,7,7.4
Female,20,CS,96.91,57.05,56.29,80.94,54.52,45.8,79.44,66.345,D,29.9,No,Yes,PhD,2,9,5.4
Male,22,Engineering,53.83,43.72,65.51,50.93,74.28,14.3,84.89,64.185,D,12.4,No,No,High School,2,10,6.8
Female,19,Mathematics,98.06,58.24,52.45,86.19,89.96,92.1,80.68,72.582,C,14.7,Yes,No,High School,1,9,6.6
Female,23,CS,62.29,59.24,77.98,88.66,81.4,96.8,75.97,77.451,C,26.2,Yes,No,Bachelor's,3,6,6.6
Male,22,CS,50.45,97.71,65.54,86.14,55.24,73.2,70.8,74.3865,C,28.2,Yes,No,PhD,1,8,4.4
Female,24,Mathematics,71.69,75.38,40.97,88.29,94.38,84.9,52.24,64.148,D,28.4,No,No,High School,1,10,5.0
Female,18,Mathematics,67.95,87.24,41.69,71.55,95.87,8.299999999999999,93.28,72.227,C,19.0,Yes,Yes,PhD,1,6,6.6
Male,22,Engineering,76.95,42.72,68.27,99.69,66.25,38.4,93.28,74.958,C,21.6,No,Yes,Master's,2,10,8.0
Female,22,Mathematics,89.84,46.39,50.99,88.54,80.8,33.1,79.7,66.632,D,13.7,No,Yes,PhD,2,2,4.9
Male,20,Business,92.12,88.87,75.1,78.93,74.62,56.5,63.39,73.24900000000001,C,20.2,Yes,No,Bachelor's,2,5,4.8
Male,18,CS,70.06,77.41,64.49,96.71,97.1,18.3,51.41,68.2885,D,12.6,Yes,No,,1,5,7.8
Male,22,Business,71.49,51.46,79.27,95.41,75.44,56.3,50.07,67.228,D,23.7,Yes,Yes,Bachelor's,2,4,7.5
Female,19,Engineering,57.41,64.29,97.14,90.73,98.0,65.4,53.65,76.703,C,12.7,Yes,Yes,PhD,3,9,6.4
Female,18,Mathematics,52.38,72.32,71.72,78.18,59.97,13.2,67.99,67.559,D,27.0,Yes,No,PhD,2,2,4.3
Male,19,CS,82.06,90.62,87.24,76.36,67.28,13.2,59.42,72.071,C,8.6,Yes,No,,2,7,6.4
Female,23,Mathematics,53.22,43.62,85.18,66.44,89.07,3.5,63.25,65.86099999999999,D,19.3,Yes,Yes,Bachelor's,1,6,8.2
Male,23,Mathematics,86.69,75.8,95.31,62.54,89.18,76.10000000000001,84.98,82.7955,B,18.0,Yes,No,Bachelor's,3,3,4.1
Female,24,Engineering,76.95,83.02,52.84,75.62,86.61,33.1,97.96,76.71000000000001,C,11.6,No,Yes,PhD,3,7,4.5
Male,21,Engineering,59.93,98.67,89.64,78.89,92.98,22.5,60.34,77.569,C,5.7,No,Yes,Master's,3,8,8.0
Male,23,Engineering,76.98,88.43,94.33,62.23,85.13,77.8,73.28,80.5685,B,8.7,No,Yes,High School,2,4,6.6
Female,22,Engineering,59.15,56.57,63.57,96.13,81.8,14.3,99.57,77.5635,C,29.2,Yes,Yes,PhD,3,8,7.3
Male,18,CS,71.94,82.57,58.83,77.86,72.95,42.7,96.58,77.17599999999999,C,28.5,No,Yes,PhD,1,6,7.7
Male,23,Business,89.98,85.8,97.12,76.33,73.35,74.5,67.62,79.94550000000001,C,8.0,No,No,High School,3,5,5.5
Female,19,Business,73.1,83.78,77.66,71.78,70.31,57.400000000000006,65.98,72.44399999999999,C,14.4,Yes,Yes,,2,8,5.5
Male,22,CS,57.43,89.21,62.84,52.9,81.01,55.4,62.11,66.5305,D,16.6,No,Yes,PhD,3,6,5.3
Male,23,Mathematics,86.19,94.22,87.51,94.12,70.33,15.7,57.77,75.2775,C,17.0,No,No,Master's,3,10,4.8
Female,20,CS,59.34,45.91,58.27,65.85,57.37,18.1,73.0,59.8735,F,12.5,No,No,,1,8,5.5
Male,19,Business,86.93,46.29,50.58,82.12,55.33,58.3,67.06,60.4725,D,27.8,Yes,No,,3,6,8.8
Male,24,Business,73.97,87.78,72.64,80.37,96.22,2.4,87.24,79.2965,C,27.7,Yes,No,,2,4,4.4
Male,24,CS,72.69,55.14,73.97,79.22,51.24,86.89999999999999,61.84,66.6675,D,5.5,Yes,Yes,PhD,2,2,5.2
Male,24,Engineering,92.57,43.51,89.54,76.29,55.27,35.0,86.82,73.678,C,21.3,Yes,Yes,,3,3,5.6
Male,19,Mathematics,85.43,64.07,67.42,59.07,72.27,41.7,64.41,63.961,D,6.9,No,Yes,Bachelor's,1,7,4.8
Male,24,CS,51.65,89.19,88.88,64.03,63.15,25.8,79.64,76.7,C,19.9,No,Yes,PhD,1,6,4.4
Male,21,Business,64.81,47.59,58.68,76.21,70.29,87.69999999999999,81.92,69.23,D,26.7,No,No,PhD,2,6,4.8
Male,20,Engineering,93.55,80.31,74.52,89.47,55.87,64.3,83.59,77.976,C,21.2,No,No,High School,1,9,6.6
Female,21,Mathematics,50.92,40.22,52.51,71.6,56.55,45.0,58.77,55.436499999999995,F,16.7,Yes,No,,3,5,7.0
Male,23,Business,77.26,46.58,63.13,60.2,90.03,58.5,64.14,62.9695,D,28.9,No,Yes,PhD,1,9,5.1
Male,20,Mathematics,86.39,61.05,91.45,54.4,87.96,38.0,62.31,69.56899999999999,D,23.7,No,No,Master's,1,1,6.5
Female,19,Engineering,81.09,45.02,52.96,83.15,55.21,46.6,78.81,63.959500000000006,D,11.2,Yes,Yes,Master's,2,3,4.0
Male,21,Business,88.03,90.75,88.61,71.17,83.39,35.8,53.79,72.7065,C,14.7,No,Yes,PhD,3,5,7.0
Male,22,Engineering,86.28,91.84,56.97,56.27,80.47,41.1,75.91,69.334,D,24.0,No,No,PhD,2,7,4.0
Male,20,CS,84.6,85.33,42.07,83.72,85.67,31.5,54.37,62.328,D,5.5,Yes,No,Master's,1,5,7.2
Male,19,CS,91.08,54.55,46.6,60.38,73.72,7.800000000000001,66.85,56.70649999999999,F,6.6,Yes,Yes,Master's,2,4,6.4
Male,18,Mathematics,82.28,71.39,84.75,75.45,63.5,3.7,84.34,75.0505,C,26.5,Yes,No,Bachelor's,1,5,4.5
Male,20,Engineering,70.12,51.05,55.72,65.31,83.18,17.4,70.63,61.761,D,6.1,Yes,Yes,Master's,2,1,4.4
Female,20,Engineering,73.6,56.88,79.25,96.58,68.57,25.2,64.02,70.1545,C,22.0,Yes,No,Bachelor's,1,5,4.0
Female,23,Mathematics,85.84,70.96,81.95,61.41,60.95,89.0,80.79,75.125,C,13.0,No,Yes,PhD,2,9,6.8
Female,22,Mathematics,93.82,84.1,60.71,71.0,70.43,61.1,87.01,74.64349999999999,C,25.6,No,Yes,,1,3,8.0
Female,23,Mathematics,63.61,45.68,68.5,97.97,88.16,95.8,62.73,71.0975,C,26.2,Yes,No,,3,10,8.3
Female,24,CS,67.1,57.8,64.23,65.94,73.79,34.0,64.97,63.188500000000005,D,28.8,Yes,Yes,High School,2,6,6.8
Male,20,Mathematics,96.54,95.6,96.84,82.23,64.99,40.2,82.01,83.9965,B,7.4,Yes,No,Bachelor's,1,9,8.4
Male,20,CS,78.93,65.75,59.2,65.84,91.59,72.0,98.26,76.7755,C,15.6,Yes,No,Master's,1,6,8.3
Male,24,Mathematics,58.95,96.33,51.0,55.53,94.08,57.8,60.69,66.03399999999999,D,19.3,Yes,No,Bachelor's,3,10,7.5
Male,22,Engineering,83.18,99.48,61.94,81.38,71.66,52.8,82.71,77.233,C,27.9,Yes,No,High School,1,6,5.8
Male,22,Engineering,99.54,71.6,80.17,95.8,68.73,57.6,95.33,83.5045,B,11.7,Yes,No,High School,2,6,8.1
Female,21,Mathematics,91.17,57.28,81.84,72.63,80.63,58.4,73.1,72.8595,C,6.8,No,No,Bachelor's,3,7,6.0
Female,19,Mathematics,87.29,87.45,95.44,81.31,52.9,76.6,65.84,78.04599999999999,C,10.0,No,No,Master's,2,6,6.0
Male,19,CS,60.4,49.56,92.91,80.44,84.57,66.8,83.34,79.5265,C,17.4,No,Yes,PhD,2,8,7.4
Male,21,Business,93.81,55.12,57.3,70.75,89.11,95.7,51.57,62.3725,D,22.0,No,Yes,PhD,1,2,8.6
Male,19,CS,76.29,87.09,67.31,80.74,69.87,94.8,68.01,74.132,C,22.3,Yes,Yes,PhD,1,8,6.5
Female,20,Engineering,94.46,66.02,84.84,62.97,58.73,42.2,62.9,67.41149999999999,D,6.9,No,No,High School,2,4,4.9
Female,21,Mathematics,66.49,52.09,94.99,68.9,51.44,3.6,61.23,65.589,D,24.0,Yes,Yes,Bachelor's,1,2,4.7
Male,21,Engineering,53.1,79.07,60.23,72.12,81.86,1.1,58.99,63.67399999999999,D,21.5,No,No,High School,2,9,5.5
Female,19,Business,73.8,83.97,66.67,93.2,63.45,12.3,86.85,76.258,C,15.2,No,No,Master's,1,5,6.3
Male,18,CS,63.49,47.5,93.97,67.42,73.19,7.5,97.75,77.7495,C,19.3,No,No,,2,3,5.5
Female,19,Engineering,85.76,56.62,61.51,81.76,69.32,37.3,69.24,65.7035,D,24.2,Yes,Yes,High School,1,3,7.6
Female,23,CS,97.86,53.28,68.83,60.67,58.74,5.300000000000001,52.46,56.177,F,11.6,Yes,Yes,Master's,3,9,6.7
Male,18,Mathematics,84.55,62.79,94.27,62.63,75.42,62.5,85.95,78.8325,C,28.5,No,No,Master's,2,5,6.0
Female,21,Engineering,94.35,85.81,88.13,82.42,72.98,19.0,76.91,78.588,C,8.4,Yes,Yes,Master's,1,10,5.1
Female,18,Business,72.65,82.82,54.61,88.12,81.21,51.4,86.18,75.8385,C,27.6,Yes,Yes,,3,7,7.0
Male,20,CS,88.58,79.75,59.49,73.11,62.59,10.3,82.4,69.2955,D,23.5,No,Yes,PhD,2,2,7.4
Female,22,CS,92.15,40.38,61.18,66.75,60.73,82.8,95.27,70.1585,C,21.5,Yes,Yes,Bachelor's,3,6,7.9
Male,18,Business,85.54,48.53,94.76,95.51,90.72,78.0,57.02,75.374,C,7.1,Yes,No,High School,3,1,9.0
Female,23,Engineering,75.39,53.4,99.94,56.79,85.11,38.6,58.46,69.49249999999999,D,28.0,Yes,Yes,,3,8,5.2
Male,22,Engineering,81.29,56.32,86.44,86.04,88.61,91.1,67.08,76.504,C,12.4,Yes,No,Master's,3,1,4.1
Male,20,CS,85.03,48.79,69.06,84.51,56.16,18.6,74.57,66.177,D,23.6,No,Yes,,2,3,6.5
Female,23,Business,62.65,64.62,40.61,84.51,61.2,81.4,96.29,71.59900000000002,C,27.1,Yes,Yes,High School,2,6,8.6
Female,24,CS,90.48,44.51,81.85,96.77,78.78,54.6,95.35,80.8675,B,11.1,No,Yes,Bachelor's,2,8,5.2
Male,22,CS,97.52,85.0,63.36,86.41,92.86,33.0,93.59,80.5645,B,27.9,Yes,No,High School,1,10,7.8
Female,24,Mathematics,73.26,87.26,77.98,65.08,94.61,8.4,61.13,70.566,C,20.3,No,Yes,,3,1,5.6
Female,20,Engineering,85.05,74.46,76.4,67.67,91.6,17.1,86.48,76.37849999999999,C,21.5,No,No,Master's,1,10,6.0
Female,22,Engineering,86.85,45.38,68.85,69.56,52.17,86.30000000000001,69.17,64.73649999999999,D,27.9,Yes,Yes,Master's,3,4,8.7
Male,22,Mathematics,83.11,93.4,96.66,51.54,91.04,60.7,96.56,87.013,B,18.2,No,Yes,PhD,1,3,6.3
Male,19,Engineering,77.36,97.94,41.39,95.68,94.95,23.700000000000003,60.73,68.2895,D,16.0,No,Yes,PhD,1,1,7.6
Male,23,Engineering,94.08,52.14,82.73,53.68,52.84,49.6,57.06,61.4375,D,20.8,Yes,No,Bachelor's,2,5,6.7
Female,23,Engineering,72.45,82.28,64.59,84.99,70.81,10.8,92.12,76.495,C,18.9,Yes,No,Bachelor's,3,8,7.8
Female,18,Business,53.06,90.52,82.83,86.51,76.83,9.9,85.85,81.195,B,6.5,No,Yes,PhD,2,7,5.6
Male,24,Mathematics,92.23,72.39,80.51,92.19,61.64,90.8,91.07,82.8395,B,9.5,No,Yes,PhD,1,3,8.4
Male,24,CS,83.7,59.4,40.61,77.67,75.83,45.8,57.9,57.956,F,5.3,No,No,High School,1,5,6.7
Female,23,Business,92.46,68.71,57.12,86.26,94.3,36.2,94.24,77.0375,C,7.7,No,No,High School,2,5,5.5
Female,23,CS,56.93,70.74,51.35,65.14,93.35,94.9,83.88,72.4635,C,23.2,No,No,Master's,2,8,4.2
Female,22,Mathematics,51.54,64.04,50.02,87.28,96.99,39.900000000000006,82.58,71.67099999999999,C,5.1,No,Yes,Master's,2,6,4.1
Female,24,Mathematics,96.72,95.79,83.71,67.17,74.21,33.6,79.13,78.2115,C,12.6,No,No,PhD,2,3,5.8
Male,21,Mathematics,57.39,84.63,54.37,95.14,70.53,27.3,88.24,75.44800000000001,C,16.2,No,No,High School,2,7,5.1
Female,19,Engineering,90.48,54.48,68.48,58.17,83.29,56.5,70.78,66.4055,D,28.4,Yes,No,PhD,3,1,4.3
Female,18,Business,91.16,75.13,54.82,65.79,70.84,55.8,56.64,61.709,D,13.2,Yes,Yes,PhD,3,2,6.8
Male,19,Mathematics,85.44,81.32,74.81,74.94,52.1,1.6,76.96,70.5195,C,24.6,No,Yes,Bachelor's,2,7,8.9
Male,18,CS,56.56,48.41,83.23,88.79,86.0,65.4,87.41,79.4805,C,15.2,Yes,No,PhD,3,2,6.1
Female,20,Engineering,83.37,61.51,59.86,87.44,64.05,78.8,57.68,64.95649999999999,D,7.5,No,No,Master's,3,2,6.8
Male,22,Engineering,94.45,94.33,76.18,60.54,52.45,61.6,61.2,68.96050000000001,D,7.5,No,No,Bachelor's,1,10,5.1
Female,23,Business,71.28,74.03,89.49,57.21,51.03,87.0,84.83,76.9605,C,15.8,No,No,High School,3,7,5.0
Female,23,Business,70.68,53.02,45.65,65.2,96.57,27.6,63.48,59.226499999999994,F,6.4,Yes,No,Master's,3,10,5.6
Male,21,Business,72.14,47.37,82.64,74.19,62.6,19.2,58.5,63.664,D,19.3,Yes,No,,1,4,8.2
Male,24,Engineering,54.11,71.09,59.39,76.95,72.39,69.7,94.47,76.1185,C,17.3,Yes,No,High School,2,9,8.8
Female,24,Mathematics,94.6,72.86,47.36,71.46,97.53,18.9,58.04,61.598,D,22.6,No,Yes,,3,7,7.7
Male,19,CS,93.46,60.06,72.74,83.15,73.38,9.1,67.21,67.6225,D,9.6,Yes,Yes,Master's,1,10,4.1
Female,19,Mathematics,99.9,77.82,53.58,71.38,53.93,9.7,71.42,63.07899999999999,D,19.8,No,No,High School,2,10,6.2
Female,19,CS,79.26,44.12,89.28,97.32,77.6,76.8,73.81,77.279,C,9.4,Yes,Yes,,3,6,6.1
Female,24,Mathematics,87.56,48.71,42.57,63.05,54.41,2.9,68.07,53.4135,F,23.1,Yes,Yes,,3,4,8.7
Male,23,Business,60.13,72.78,45.92,81.37,54.75,28.9,95.63,70.2115,C,12.7,No,No,High School,3,8,7.7
Female,24,CS,83.38,43.71,71.26,80.57,92.57,12.9,82.93,71.238,C,20.4,No,Yes,PhD,1,5,7.6
Female,19,Engineering,82.49,92.85,75.34,64.08,64.47,75.5,67.97,72.98750000000001,C,27.1,No,Yes,Master's,2,8,6.8
Female,22,CS,95.06,48.53,83.79,70.58,83.93,50.3,67.89,70.089,C,17.2,Yes,No,Master's,2,8,7.2
Male,18,Engineering,91.54,80.44,55.56,68.27,75.45,20.5,75.15,67.3115,D,9.8,Yes,Yes,Bachelor's,3,9,7.5
Female,23,Mathematics,96.92,63.47,90.51,58.62,61.12,75.0,51.68,66.307,D,27.2,Yes,No,High School,1,9,6.8
Female,22,Business,93.44,63.99,97.19,73.86,75.89,75.0,96.33,85.213,B,14.0,No,No,Master's,2,7,8.2
Female,20,CS,93.43,85.89,69.94,69.33,53.45,52.3,61.17,67.07900000000001,D,23.3,No,Yes,,2,10,4.2
Male,22,Engineering,53.19,69.97,85.63,58.92,67.36,27.6,84.88,74.321,C,13.0,No,No,High School,2,7,8.7
Female,22,Mathematics,92.3,83.54,71.49,72.49,76.14,58.6,88.89,78.488,C,12.5,Yes,Yes,,1,6,7.9
Female,20,Business,80.37,70.31,44.17,71.09,61.42,93.4,91.37,70.47550000000001,C,21.1,Yes,Yes,High School,3,9,6.6
Male,22,Business,69.02,75.57,59.57,56.57,83.01,5.2,58.28,60.7585,D,8.9,Yes,Yes,,2,8,8.3
Male,18,Business,52.83,85.64,45.25,56.56,52.59,26.7,76.83,62.2855,D,26.7,No,Yes,,1,1,8.1
Female,23,Mathematics,83.88,76.44,99.33,82.38,74.24,28.5,54.18,73.7585,C,14.7,No,No,High School,3,8,6.1
Female,21,Mathematics,66.41,76.94,53.74,85.33,85.75,63.2,90.24,76.58250000000001,C,5.5,No,No,Bachelor's,3,2,8.2
Female,24,Mathematics,73.39,87.35,78.15,97.06,71.5,65.1,74.32,79.89999999999999,C,12.6,Yes,Yes,,1,9,4.9
Male,20,Business,84.09,96.95,57.06,54.35,93.73,20.6,57.92,64.739,D,24.6,Yes,No,High School,3,6,6.3
Male,23,CS,95.59,62.6,79.19,55.89,81.61,21.6,85.93,72.591,C,26.5,Yes,No,PhD,3,5,5.2
Female,19,Engineering,91.27,74.63,52.62,52.59,97.92,92.8,66.56,66.638,D,19.2,Yes,No,PhD,1,7,4.6
Male,18,Mathematics,72.53,45.18,87.12,76.61,64.21,75.6,55.73,66.9685,D,12.4,No,No,Bachelor's,3,4,8.5
Female,21,CS,69.39,61.53,46.65,81.14,96.94,93.4,73.05,69.34200000000001,D,18.2,No,No,High School,1,9,5.8
Female,18,Engineering,61.99,64.72,93.71,70.18,80.34,83.0,61.76,74.3745,C,25.9,Yes,No,Bachelor's,2,10,7.4
Male,18,Business,68.62,90.11,90.43,89.9,87.26,40.2,97.51,89.598,B,12.9,No,Yes,,1,8,5.9
Female,19,CS,55.55,70.8,80.73,84.33,95.11,12.2,68.07,73.994,C,14.6,Yes,Yes,PhD,2,1,6.7
Male,21,Business,98.56,83.86,44.04,99.29,77.56,63.0,78.62,72.9745,C,18.5,No,No,Bachelor's,2,1,5.7
Male,24,Engineering,78.7,41.14,52.51,56.89,93.11,35.2,97.42,68.12899999999999,D,27.2,Yes,Yes,,2,3,7.7
Female,18,Mathematics,56.39,67.87,91.56,52.92,77.08,42.5,69.69,71.7485,C,19.6,No,No,PhD,1,8,7.9
Male,19,Business,67.64,94.08,47.32,63.74,79.96,42.6,67.91,66.00200000000001,D,10.2,No,No,Bachelor's,1,8,6.2
Female,20,CS,77.35,53.46,49.36,50.95,72.25,93.7,58.12,57.3475,F,7.2,No,No,,1,2,8.3
Male,19,Mathematics,76.64,41.89,72.64,96.63,57.28,6.9,96.92,74.087,C,7.4,Yes,Yes,Master's,2,1,5.8
Female,22,CS,51.78,66.0,56.45,65.2,77.68,19.3,90.04,69.53750000000001,D,28.8,No,Yes,PhD,3,4,7.8
Female,23,Engineering,97.54,82.27,53.32,77.62,98.87,60.8,61.05,68.5555,D,25.6,Yes,Yes,,3,2,7.3
Female,19,Engineering,63.77,67.27,74.55,65.9,89.36,88.4,66.63,71.958,C,24.1,No,Yes,Master's,1,5,6.3
Male,19,Mathematics,50.81,67.6,62.35,62.29,87.37,91.8,95.75,77.12299999999999,C,17.4,No,Yes,Bachelor's,3,7,8.4
Female,19,CS,53.82,80.19,48.43,57.62,82.17,55.9,76.86,66.84899999999999,D,21.8,Yes,No,Master's,2,10,6.9
Male,24,CS,79.01,55.26,72.09,66.02,67.4,3.5,77.82,66.4755,D,8.2,No,Yes,PhD,2,10,8.2
Male,18,CS,56.89,85.11,63.22,80.77,58.48,36.3,82.41,73.073,C,20.5,Yes,Yes,High School,3,5,7.7
Male,24,CS,52.09,49.19,84.07,98.58,61.23,91.9,88.11,80.33399999999999,B,25.3,No,Yes,Bachelor's,3,1,6.7
Male,21,Engineering,68.98,63.75,46.17,77.9,50.32,50.0,96.96,69.41,D,6.6,No,No,Master's,2,10,5.6
Male,19,CS,81.14,79.36,77.24,76.64,83.67,72.69999999999999,90.11,81.74499999999999,B,12.4,No,Yes,,1,5,8.8
Female,19,Engineering,55.59,89.7,66.19,51.76,90.59,26.9,96.73,77.18949999999998,C,7.8,Yes,Yes,High School,1,6,4.3
Male,22,CS,65.67,87.49,64.36,92.0,63.45,2.5,91.03,76.79249999999999,C,11.5,Yes,No,High School,3,9,8.5
Female,22,CS,70.89,83.3,53.94,52.24,54.59,57.8,52.32,57.861,F,24.3,Yes,Yes,Bachelor's,3,1,6.5
Female,20,Business,57.97,61.55,41.83,95.31,66.79,83.5,55.88,61.6045,D,13.3,No,Yes,Master's,1,3,7.7
Male,20,Business,75.3,47.34,90.86,76.93,64.6,99.0,94.24,81.0375,B,22.2,Yes,No,PhD,3,5,5.7
Female,22,CS,54.26,53.01,59.58,58.42,72.54,84.7,51.38,58.5125,F,24.3,No,No,Master's,3,1,5.9
Female,21,Engineering,52.33,91.89,80.87,72.59,63.21,55.4,89.71,80.8935,B,25.4,Yes,Yes,Master's,3,7,5.0
Male,20,CS,75.99,91.44,96.86,99.75,66.99,60.9,92.49,90.3845,A,26.8,Yes,No,Bachelor's,2,1,8.8
Female,23,Business,62.39,97.09,73.9,65.25,95.38,82.4,70.77,77.715,C,19.9,No,Yes,Bachelor's,1,10,4.2
Male,23,CS,54.77,44.56,63.83,63.47,66.74,2.0,67.74,59.258,F,12.0,Yes,Yes,,3,10,5.9
Male,21,Business,71.2,72.21,56.1,55.9,89.28,95.2,59.72,64.8455,D,8.8,Yes,Yes,PhD,3,3,5.7
Male,22,CS,95.76,78.92,96.04,79.86,81.29,53.1,52.45,74.346,C,17.6,No,Yes,Bachelor's,3,1,8.1
Female,20,Mathematics,86.21,82.64,80.92,54.46,66.88,95.2,87.27,78.424,C,7.6,No,Yes,,3,9,6.5
Female,19,CS,90.78,78.63,79.92,88.3,90.89,76.5,53.69,74.04050000000001,C,27.8,No,Yes,High School,3,7,4.8
Female,22,Engineering,93.6,86.2,65.57,95.96,79.75,15.2,97.23,81.62049999999999,B,16.1,No,Yes,,3,10,6.5
Female,20,Business,98.63,61.57,90.7,96.59,50.43,16.5,64.84,71.71900000000001,C,26.8,Yes,Yes,PhD,2,9,5.2
Male,21,Mathematics,88.16,50.77,82.82,55.4,53.44,35.4,89.71,70.6575,C,22.7,Yes,Yes,,2,9,4.1
Male,23,Business,80.42,52.28,56.99,77.91,87.63,26.4,52.98,59.75299999999999,F,26.4,No,Yes,,2,9,6.7
Female,21,Business,68.27,40.72,75.97,54.86,72.33,43.9,76.81,65.8005,D,27.1,No,No,Bachelor's,2,10,5.8
Male,20,Engineering,59.08,61.02,65.81,78.6,70.28,60.4,67.45,67.6785,D,6.3,No,No,PhD,3,5,5.2
Female,21,CS,84.33,45.5,40.4,90.75,57.29,43.7,51.5,53.9015,F,23.1,Yes,No,,3,7,4.9
Male,20,Engineering,99.75,59.29,88.46,76.89,57.87,5.6000000000000005,82.79,73.446,C,10.7,No,Yes,Master's,3,6,6.3
Male,20,CS,73.37,77.69,47.37,93.6,89.89,97.6,97.16,80.553,B,29.7,Yes,No,,2,6,8.3
Male,21,Mathematics,86.18,93.67,70.6,90.08,91.45,42.5,50.54,71.6445,C,24.5,No,Yes,High School,2,3,7.8
Male,18,Engineering,74.75,90.38,60.17,63.83,78.0,85.1,63.52,69.28500000000001,D,5.1,Yes,No,High School,2,10,4.0
Male,19,Engineering,71.6,55.16,60.53,81.51,64.76,7.4,85.18,68.033,D,28.2,No,Yes,,1,6,7.7
Female,22,Business,70.52,48.04,68.64,50.37,96.64,81.0,93.56,73.70349999999999,C,12.3,Yes,No,,3,10,4.4
Female,23,Engineering,75.23,51.58,99.82,69.8,81.2,17.3,59.54,70.009,C,15.4,No,No,Master's,2,6,6.7
Male,19,CS,68.34,98.26,64.5,61.9,89.83,67.9,53.54,68.589,D,20.3,Yes,Yes,,2,5,7.9
Female,22,Engineering,87.44,72.97,50.94,96.86,50.16,66.2,50.43,61.6645,D,27.9,No,No,Bachelor's,3,4,6.3
Male,22,Engineering,93.71,50.95,76.82,70.27,72.52,91.0,60.76,67.41799999999999,D,28.2,No,No,PhD,1,10,5.9
Male,23,Mathematics,94.14,90.44,54.18,82.7,93.55,32.1,53.57,66.547,D,19.1,Yes,Yes,Master's,2,5,8.7
Male,19,CS,61.38,63.71,46.33,86.6,66.91,10.9,67.97,61.756,D,12.9,Yes,Yes,,1,7,4.1
Male,23,Business,94.8,93.95,43.01,88.66,86.33,86.5,72.01,72.70500000000001,C,12.0,Yes,Yes,Bachelor's,2,4,4.5
Female,20,CS,67.08,55.64,41.37,86.79,82.88,33.2,74.0,63.855,D,14.1,Yes,No,,2,9,8.4
Male,23,Mathematics,65.47,63.59,65.87,64.46,57.61,23.3,57.12,59.736999999999995,F,9.5,Yes,No,Master's,3,4,8.4
Female,21,CS,86.34,70.3,65.6,84.3,88.75,48.6,73.2,72.855,C,21.7,Yes,No,Master's,1,9,5.9
Male,18,CS,65.23,93.56,51.13,77.45,55.63,14.6,50.45,59.861999999999995,F,18.2,No,Yes,High School,2,10,6.7
Male,18,Engineering,52.65,92.13,87.04,79.87,86.4,29.700000000000003,61.97,76.276,C,24.3,No,Yes,High School,3,9,4.8
Female,18,Engineering,68.68,74.46,47.76,50.04,99.55,38.5,68.45,63.03,D,7.4,Yes,Yes,,2,7,8.4
Male,19,CS,86.07,53.31,94.92,62.91,97.9,27.7,55.92,69.11399999999999,D,15.0,Yes,No,PhD,3,7,6.3
Male,19,CS,66.35,64.2,75.25,96.53,90.01,45.0,90.7,81.38300000000001,B,11.0,No,No,Bachelor's,2,10,6.8
Female,20,Business,81.48,98.54,41.66,64.5,76.73,38.5,60.06,62.486999999999995,D,18.4,Yes,No,High School,3,1,4.6
Female,24,Mathematics,83.01,76.47,97.78,71.9,83.74,77.5,87.74,85.2715,B,16.7,No,No,High School,2,2,7.1
